Model,Dataset,Dimension,Type,MSE,MSE,RMSE,RMSE,MAE,MAE,Spearman,Spearman,Kendall,Kendall,Pearson,Pearson
,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
4omini,Summeval,consistency,OrdinalAPS,2.157170864583333,0.029309073520144974,1.4686982812163265,0.009977042727919262,1.3773295833333334,0.010866802044476985,0.48121369421036914,0.02062802408168196,0.4034248570089533,0.01728742372767273,0.5854697237982446,0.020177920366757054
4omini,Summeval,coherence,OrdinalAPS,1.003509321875,0.02232154247771112,1.0016928383521206,0.011177847661816412,0.8954660416666667,0.01070373082961139,0.5113903850936328,0.02234801386361932,0.4117786878254227,0.018499205740045006,0.503259286840483,0.021037449081613986
4omini,Summeval,fluency,OrdinalAPS,0.8723095354166667,0.029497154383048233,0.9338456005757243,0.015819990693729788,0.7915479166666667,0.014475690860818638,0.31456733089943406,0.02554540040782096,0.26487945629321386,0.0217585134505611,0.3462151497211586,0.023699705855807444
4omini,Summeval,relevance,OrdinalAPS,2.089831004166667,0.041838607964121505,1.4455542643850487,0.014522499245845324,1.3513375,0.016674407963304893,0.5382283688576002,0.021995472678947553,0.4405815870127708,0.01879208526575339,0.5513197265136179,0.02196171688958488
4omini,Dialsumm,consistency,OrdinalAPS,2.283890195517406,0.04788804667344231,1.5111742777830799,0.015838550227309758,1.357891750119218,0.016745194922604116,0.6846253227431771,0.015672401268787783,0.5717970069282354,0.013149410986622452,0.7185328315116588,0.009938746506078974
4omini,Dialsumm,coherence,OrdinalAPS,0.833767194047619,0.030084798671806398,0.912964984420268,0.016467248690456585,0.7325288095238096,0.015334041334790063,0.28721078036514575,0.028435764927810733,0.2356585686877432,0.023211444576273395,0.30379201961967284,0.025680026530394487
4omini,Dialsumm,fluency,OrdinalAPS,2.3580696892857143,0.053737788583405,1.5355046769185228,0.017471448049779306,1.3270416666666667,0.018994081644568294,0.4140635430161402,0.022856398128496068,0.34518616643249556,0.01910412966340554,0.4633439752931889,0.02395294355626538
4omini,Dialsumm,relevance,OrdinalAPS,1.8021531745463228,0.04717463859421123,1.342332898357687,0.017485891839469973,1.1366836198662846,0.018325779795878676,0.6387199276881195,0.01873897114360153,0.523668440685471,0.017393162305885806,0.6549675175897497,0.017616267772058675
4omini,GEval,cosmos,OrdinalAPS,1.719387755102041,0.17167621643833764,1.309640890499189,0.06613851479411569,1.0870748299319728,0.05883095978251104,0.46564806438338663,0.05471580215599111,0.384902613979176,0.046696587849000486,0.48625163248771597,0.05758750070131115
4omini,GEval,drop,OrdinalAPS,1.374047619047619,0.1093922784124935,1.1712968754947257,0.046733822617678854,0.8687301587301588,0.03796536427743898,0.5234885075066692,0.03963726663051731,0.43236561875860186,0.03370915928661015,0.5873375261177013,0.04448910404708458
4omini,GEval,esnli,OrdinalAPS,2.1410087719298247,0.2571204169143668,1.460620380179531,0.08865008859338065,1.1421052631578947,0.08627516639574136,0.3579268097879576,0.08448103026558149,0.2902539688582687,0.06881057935029007,0.3646886416749948,0.08328717962320197
4omini,GEval,gsm8k,OrdinalAPS,1.9695,0.20042777527939648,1.401534536546429,0.073350430980938,1.001,0.06369918529225121,0.5846206269528194,0.03869142031997229,0.49522278725076674,0.03504793594311535,0.5943872337426318,0.040390682815108755
4omini,SocREval,cosmos,OrdinalAPS,1.6471088435374148,0.16064422326667122,1.2819079186219786,0.06287040621470058,1.0343537414965986,0.060248098350703855,0.5061016431407237,0.051301484739188115,0.4119200601449222,0.04395182394821875,0.5183874642583938,0.04952039155657125
4omini,SocREval,drop,OrdinalAPS,1.4472222222222222,0.17176358814038054,1.2008877567805754,0.07256971323758982,0.9576190476190476,0.058205096806355695,0.5550725283221382,0.05236801431937885,0.4491715582324851,0.04441922821255737,0.5681562691566016,0.05692568135988995
4omini,SocREval,esnli,OrdinalAPS,1.1082236842105262,0.09792642354254828,1.0517337265446969,0.046385037632147096,0.8800438596491228,0.04390178707810123,0.5671385501641851,0.057028345905574665,0.48604879319135214,0.05172783107162486,0.6094671942378315,0.05648506521180938
4omini,SocREval,gsm8k,OrdinalAPS,1.6721666666666666,0.23337823870029228,1.2899823200167855,0.09160793922139819,0.794,0.0624416969439603,0.6538111061085975,0.04476252722904571,0.5705542179081189,0.03968929354529745,0.6802340168936387,0.04307677411356188
dsr1,Summeval,consistency,OrdinalAPS,0.1470515166666667,0.004067354458448506,0.38343770978597574,0.005288834766966807,0.32164166666666666,0.009425789339335995,0.4713114885468796,0.020649789128907026,0.42430956848243334,0.018183975069251717,0.6094692392466371,0.021830108950094868
dsr1,Summeval,coherence,OrdinalAPS,0.09634753541666667,0.0035713106322544583,0.31034716733969503,0.005768924560088652,0.22405291666666663,0.005106492743495072,0.569819142348686,0.01771073842008406,0.4889183074767696,0.015595538337044296,0.565662324504355,0.017765019713608495
dsr1,Summeval,fluency,OrdinalAPS,0.3145578770833334,0.004212364480018602,0.560842459393068,0.0037526301491375156,0.5277866666666667,0.0044578333724396586,0.377044371855162,0.024992693893146865,0.34534041342723604,0.02343416167862676,0.40117113356323497,0.023810179426156354
dsr1,Summeval,relevance,OrdinalAPS,0.07613939375000002,0.0036796550412727513,0.27585603318488106,0.006657329808135822,0.2070520833333333,0.007601272319581563,0.534292041345095,0.020002527053454535,0.45827519022620505,0.01811338251100288,0.545723533950618,0.020746582535418074
dsr1,Dialsumm,consistency,OrdinalAPS,0.07784142976190478,0.0033116064772279186,0.2789403182533809,0.005906917155627162,0.21472738095238098,0.00511020528367359,0.6412448402729255,0.013836654716395514,0.5523881756011669,0.012322101672247468,0.689576741666076,0.011692284637946635
dsr1,Dialsumm,coherence,OrdinalAPS,0.12363148571428571,0.0070863087498155885,0.35147450557744386,0.010025363182538096,0.2762280952380952,0.008259122849976078,0.47602156241161436,0.02502388219997933,0.411417024938687,0.021502476737871545,0.48694292435215264,0.02255600386105864
dsr1,Dialsumm,fluency,OrdinalAPS,0.12721362261904762,0.004161735057247688,0.3566244099750735,0.005811952219197424,0.29708023809523804,0.004739718931548812,0.3667160771252092,0.024566996409623666,0.32512280193789694,0.021837300450199264,0.3807538702107515,0.024274109951789465
dsr1,Dialsumm,relevance,OrdinalAPS,0.09172366190476192,0.005562838032496168,0.30272300298594496,0.009235167115722802,0.23703904761904762,0.007711500302947225,0.5548311236919279,0.022124948075848496,0.4742390453950835,0.020066957567746898,0.5872430263689312,0.022810721370345708
dsr1,GEval,cosmos,OrdinalAPS,1.8355442176870749,0.13353105836272047,1.3539541248582359,0.04933116941276904,1.1625850340136055,0.05790517285326828,0.4330719797232846,0.05750062697923545,0.3661150611824128,0.049254719192563114,0.4209069924173949,0.05701473054160589
dsr1,GEval,drop,OrdinalAPS,1.3048412698412697,0.11275743923205749,1.1412561878246517,0.049573180943343585,0.9160317460317461,0.03744275654547304,0.5578204190132413,0.05062595574170529,0.46428268769713976,0.04289076581496252,0.5841565234459225,0.053312985607540914
dsr1,GEval,esnli,OrdinalAPS,1.8736842105263158,0.10852891177906303,1.3682820334120323,0.03924047305617793,1.1846491228070175,0.04825042598232723,0.26830124150740653,0.09471535552437461,0.23298557340456788,0.08430826707122258,0.27952180690137085,0.09821882023294501
dsr1,GEval,gsm8k,OrdinalAPS,2.24675,0.11015105224347536,1.4984746635456665,0.03700441788679067,1.3871666666666667,0.04358272619959085,0.5544569092582259,0.038874065267044976,0.49660214627910904,0.03774914588738952,0.5671784748956166,0.03824421071135598
dsr1,SocREval,cosmos,OrdinalAPS,1.8625,0.14853039234126936,1.3636591971150804,0.05508858812407506,1.1284013605442176,0.05246175424548758,0.4844690175274408,0.05203995667261129,0.3991371821457081,0.0455248531668431,0.4724362960990715,0.048061051474064184
dsr1,SocREval,drop,OrdinalAPS,1.4050793650793652,0.15380687178817196,1.1836235633980865,0.06524192576425589,0.9,0.04917014046420058,0.5725735086407482,0.046413328146480755,0.5081966298400012,0.04192004811338265,0.6072079814120156,0.03892031279641251
dsr1,SocREval,esnli,OrdinalAPS,0.6633771929824561,0.07444398872263862,0.813266571808562,0.045196995946922884,0.6530701754385965,0.04088279432684633,0.6313368512865929,0.050715534945687674,0.5554293364686884,0.04785408240639259,0.6570667259159058,0.05567003052413208
dsr1,SocREval,gsm8k,OrdinalAPS,1.3953333333333333,0.19658368110848093,1.1783458696069176,0.08408336327501846,0.8303333333333334,0.05587753439956628,0.696350596233409,0.04757325244553633,0.6282791783610043,0.04931130008953458,0.7283807786328539,0.04426887067729932
qwen,Summeval,consistency,OrdinalAPS,0.20076995625000002,0.003740876002192487,0.44805463644617133,0.0041934689478387655,0.40842666666666666,0.0033447265063527723,0.49730723126002485,0.019919546590354904,0.4532694444968713,0.017860920514975214,0.6446610866438044,0.020300856513308697
qwen,Summeval,coherence,OrdinalAPS,0.11133580833333333,0.0045237859963927676,0.3336031771567462,0.006802270735820861,0.2652191666666666,0.0058894567025691465,0.5263279351034377,0.02049037066728116,0.4490529645492359,0.017674292450261326,0.5263825117545233,0.019795628141151093
qwen,Summeval,fluency,OrdinalAPS,0.3878675375,0.006338010228567154,0.6227700650858218,0.00508380115064816,0.5737175000000001,0.005442520819103914,0.3345946275708745,0.026123319910651612,0.2973219255361642,0.023303197375523572,0.3571889519342902,0.023590405775558966
qwen,Summeval,relevance,OrdinalAPS,0.08313931875000001,0.003631533057968494,0.2882716917077702,0.006331408565321193,0.2153945833333333,0.006359642322250041,0.5386667841430426,0.016213371040375978,0.4696274011321023,0.015337287097224594,0.5519337176482295,0.018114004398618072
qwen,Dialsumm,consistency,OrdinalAPS,0.07986435476190476,0.0032033306395267184,0.28254864372132243,0.005628011207434831,0.20918714285714285,0.004476837487739044,0.7089385608570294,0.011276568402392922,0.6169416909394394,0.010659008425181908,0.7118172387039128,0.009258241003905682
qwen,Dialsumm,coherence,OrdinalAPS,0.19199694166666667,0.00525521286924355,0.43813488757798097,0.00599671924931638,0.3789730952380952,0.0062193778138767974,0.4363855820798852,0.023146992036808218,0.3850378002112951,0.02037580732741258,0.4118166040251839,0.02031365464808005
qwen,Dialsumm,fluency,OrdinalAPS,0.13269838333333334,0.0042270613842950895,0.36423333522324236,0.005794841239068086,0.2931333333333333,0.006270938840280679,0.3978192994947163,0.022885866514092978,0.35240856915475155,0.02041609169967777,0.4105048513923448,0.02325969371809091
qwen,Dialsumm,relevance,OrdinalAPS,0.10544302500000001,0.004949197866950471,0.3246326839420053,0.00765498597558035,0.24440023809523806,0.005421502229986104,0.6104466735607161,0.01848518093511119,0.5280644351507949,0.01722992854493967,0.6019973452450663,0.01600480365390642
qwen,GEval,cosmos,OrdinalAPS,1.7749149659863945,0.11888144588441296,1.3315250903019802,0.04498160408700078,1.1579931972789117,0.050070024737305346,0.4598268127640319,0.04989892190285815,0.38542239918854876,0.04403975082691061,0.45637585360852234,0.05258663464924575
qwen,GEval,drop,OrdinalAPS,1.1827777777777777,0.12429908787702856,1.0861386852306238,0.056451390959951664,0.8515873015873016,0.0453150901829069,0.5821050991933254,0.05115575631319244,0.4853063757037539,0.044009720053508325,0.6316143375296085,0.04141792767416983
qwen,GEval,esnli,OrdinalAPS,1.3914473684210527,0.11112922694624353,1.1786942029369811,0.04691163061221646,1.0008771929824563,0.05324431589523939,0.4835869183341564,0.05746626914157792,0.41390056433266725,0.052992605230829236,0.5337212174734879,0.049760168489933435
qwen,GEval,gsm8k,OrdinalAPS,1.8165,0.1443842454869214,1.3467359640004668,0.053841177048153575,1.1683333333333332,0.04881939505292268,0.6392917370236894,0.04584598412632172,0.5606437667795806,0.04244719399205334,0.6548567457789205,0.045590180865074464
qwen,SocREval,cosmos,OrdinalAPS,1.6219387755102042,0.16694777191088261,1.2718886802790466,0.06621251435181366,0.991156462585034,0.05313920900936019,0.5423689535914521,0.05194395409546301,0.449674156840375,0.04300074990879228,0.55043309669709,0.050874361815217976
qwen,SocREval,drop,OrdinalAPS,1.2806349206349206,0.20136927989284328,1.1280774142848136,0.09140437635004638,0.7441269841269841,0.06073716795156792,0.6103380545560915,0.04476905844724671,0.5261379769335449,0.04100778909959436,0.6571451024725784,0.04762902842455802
qwen,SocREval,esnli,OrdinalAPS,0.5428728070175438,0.05547881699123578,0.7358866880030891,0.03728163230926052,0.543201754385965,0.033129080567385144,0.6496000218815848,0.051806184171832595,0.5751517700731053,0.04652378521527422,0.7114557479312746,0.05102452552025073
qwen,SocREval,gsm8k,OrdinalAPS,1.3895833333333334,0.20121300616653662,1.1757894139212082,0.08571758426702249,0.6671666666666667,0.06553076841603035,0.7271564915851984,0.03947957600775891,0.6565991306334119,0.03888383372188509,0.7514012021941046,0.03766008735773716
