Model,Dataset,Dimension,Type,MSE,MSE,RMSE,RMSE,MAE,MAE,Spearman,Spearman,Kendall,Kendall,Pearson,Pearson
4omini,Summeval,relevance,Weighted Sum,0.8649881972180009,0.04370595212267837,0.9297604571078684,0.023496653097731163,0.7374844602712732,0.021093272766769876,0.5673209962229341,0.019637149757956305,0.41884070511464366,0.01574140732771469,0.5990247621959152,0.02237997132994767
dsr1,Dialsumm,coherence,Raw,2.907804232804233,0.10392396875254768,1.7049639910404077,0.030547115555420768,1.4119523809523808,0.030019242141351644,0.39570423651018294,0.024551657165676262,0.32852078897749415,0.020646405409762546,0.4417556268437546,0.020665618282620563
dsr1,Dialsumm,coherence,Weighted Sum,2.1485495213772645,0.07120427644421708,1.4655987515921702,0.024278997069352354,1.2407337531965061,0.02372511826533457,0.45643563199877163,0.025975930571204245,0.34316976066831106,0.0200986442887375,0.515663564387065,0.02256597070081503
dsr1,Dialsumm,consistency,Raw,1.4223756613756615,0.06463053585365582,1.1923310976677033,0.02733347531164113,0.9524285714285714,0.02076470281382043,0.5892281482632559,0.02214065251965756,0.49677709365087996,0.0190982301934029,0.6685837857792148,0.019749654445199872
dsr1,Dialsumm,consistency,Weighted Sum,0.6517622852805723,0.031530458781561466,0.8070859936190826,0.019682414288162555,0.6137058923468939,0.015166607838110836,0.6420993063937448,0.01734721118701539,0.49030771671963413,0.015137108222268702,0.7161193419377043,0.014716002302331981
dsr1,Dialsumm,fluency,Raw,2.453634920634921,0.06356773473699161,1.5662807661419271,0.02032873578794256,1.382968253968254,0.019638090513192798,0.41362533767486653,0.018301357948683636,0.355716309046371,0.016459295474869868,0.4180813811361412,0.016343143365599697
dsr1,Dialsumm,fluency,Weighted Sum,2.1145667809814626,0.048294030493059456,1.454063035698139,0.016634069663203292,1.287334634566512,0.01772462660764215,0.4522328183716677,0.018493061597719865,0.34669355997607654,0.015173221950950274,0.47573782194108954,0.018563809883468032
dsr1,Dialsumm,relevance,Raw,1.2141375661375662,0.05204117516898702,1.1016338226515794,0.02364581163541731,0.829015873015873,0.020351486969451462,0.5553613916387423,0.022117970393398228,0.4606356728707231,0.019468737562091783,0.5957735280939667,0.02052426500733997
dsr1,Dialsumm,relevance,Weighted Sum,0.6744011091377817,0.03271837209544957,0.820983437702165,0.020016480016704818,0.6248739608066878,0.01640271646765638,0.6212550717854498,0.01883947039632753,0.47616913362030544,0.01586100695708841,0.6575689705747336,0.017887681968809594
dsr1,GEval,cosmos,Raw,2.352721088435374,0.2233141008689545,1.5322192636512066,0.07210062316098129,1.166326530612245,0.07310046948992371,0.396391849815762,0.06195283659578276,0.33516409987250767,0.05247578670307353,0.3839574516637103,0.06083394869574561
dsr1,GEval,cosmos,Weighted Sum,1.8051050102784734,0.12936737584629998,1.342711949191504,0.04802619734268085,1.1567882024844827,0.05003661488766055,0.4615963158482812,0.05589026280308374,0.3476894173895406,0.04214811256792127,0.4442829454726854,0.05328888252579822
dsr1,GEval,drop,Raw,2.1558730158730155,0.22937029707911566,1.4661536423051125,0.08051459299171872,0.9774603174603175,0.07242256747389611,0.47807056682465043,0.06047229680464949,0.41853368962616333,0.053318871036780444,0.4987031231471152,0.05843920537540765
dsr1,GEval,drop,Weighted Sum,1.2812462935587197,0.11101443660877718,1.1308668420250434,0.049686734166121356,0.9133891401414791,0.03750198425542426,0.5512222875882197,0.04818392166348346,0.4223055642416593,0.038742703571363224,0.5868564960341429,0.050352159801058255
dsr1,GEval,esnli,Raw,3.0903508771929826,0.2732574969328725,1.7563031800265223,0.07712518052317009,1.4657894736842105,0.0706126729736776,0.22542759906379028,0.08957106475611695,0.19856399265290933,0.07931681859772469,0.23727024000439242,0.08198245966441742
dsr1,GEval,esnli,Weighted Sum,2.1435757629572887,0.13032578493735472,1.463443039180622,0.04445339323466255,1.2857165238189638,0.04851883056469846,0.2793937887634997,0.09323541206090254,0.21440719430553618,0.0752679969044165,0.2814800486021672,0.09244398738771592
dsr1,GEval,gsm8k,Raw,2.3003333333333336,0.3054954521173234,1.5134240762349611,0.10110202497556545,0.9056666666666667,0.09148896045456781,0.5960922487962972,0.04986440649021866,0.5380594435619364,0.046614787145653855,0.6057173086625951,0.04766555408202894
dsr1,GEval,gsm8k,Weighted Sum,1.907054927228511,0.2159924613196137,1.3787590822938511,0.07929639001694434,1.0448197854474484,0.06899551188965608,0.6018516624211324,0.03727014599697237,0.4758664936758988,0.03172436708322119,0.618775452020334,0.04530715277320357
dsr1,SocREval,cosmos,Raw,2.129591836734694,0.19774014449416888,1.4577071978977094,0.06959163097648619,1.1282312925170068,0.06451865871126988,0.4999143829825799,0.05436966130748001,0.43206452639480375,0.04819119479452016,0.4910350245575035,0.0534524842523003
dsr1,SocREval,cosmos,Weighted Sum,2.0157084582628833,0.19658092454903073,1.4180409725867689,0.07096569104069429,1.1072014455003913,0.06390084314446053,0.5247294029716403,0.046367458583972385,0.3982684263212786,0.03636934081402555,0.5052640455182303,0.05375400410025831
dsr1,SocREval,drop,Raw,1.4425396825396826,0.14050016957864395,1.1996309263145333,0.05952678188400852,0.8025396825396826,0.050823745873651426,0.6297290407964982,0.044830426111707636,0.5636326838171584,0.04087744913308552,0.6552541576114839,0.03281312756652014
dsr1,SocREval,drop,Weighted Sum,1.4457764698540427,0.144544445146702,1.2009102130897351,0.060950488251356544,0.8247294609813356,0.05087499141690222,0.6393990417156108,0.04014772743699965,0.5033664609192912,0.03254125049663005,0.6623935518903862,0.03188294872714282
dsr1,SocREval,esnli,Raw,0.6925438596491228,0.06009704689128782,0.8314585294814072,0.03553395755794469,0.6285087719298246,0.04366487301499537,0.580772583477478,0.043104202874001296,0.5309448083177529,0.04087618468297875,0.6118453290811792,0.04946621178607107
dsr1,SocREval,esnli,Weighted Sum,0.6682742814288416,0.06433260527097692,0.8165946357341461,0.03869619493535068,0.6323836986212171,0.039054498357002795,0.6217464951406932,0.04847192127483251,0.49600597384414574,0.04243924354386996,0.6282200213236135,0.05338676380283858
dsr1,SocREval,gsm8k,Raw,1.445,0.2440428170459523,1.197813558394807,0.10293626748810555,0.6276666666666666,0.07846296439473337,0.7079318124579542,0.045666641178232194,0.640010369136152,0.04532347379018859,0.7369592298744162,0.04518171998171559
dsr1,SocREval,gsm8k,Weighted Sum,1.4254529981540458,0.23850089306047206,1.1897388747980258,0.1015792943962559,0.64475652664546,0.07648436697326445,0.6641864838196324,0.047115078859572015,0.5216555004449688,0.04036956875965365,0.7395407673718034,0.04427486548346944
dsr1,Summeval,coherence,Raw,1.0104722222222222,0.04338812357977151,1.0049969349486854,0.021656797116567247,0.7754444444444444,0.014034173080325445,0.5493130724513242,0.019003516085837363,0.45701832294473327,0.016130175481099195,0.5442832119463025,0.019921802829838894
dsr1,Summeval,coherence,Weighted Sum,0.869037579937424,0.038190725848712165,0.9320011580224083,0.020630276937830396,0.7340293225562494,0.014637476629598025,0.5988743959397824,0.020444497285866045,0.446730300911942,0.01575670187607253,0.604659225505239,0.020470110911547226
dsr1,Summeval,consistency,Raw,1.2290694444444445,0.0582177763238851,1.108330842509751,0.026369810051296304,0.7700694444444445,0.019582900256073826,0.4666935639442412,0.021345564709924762,0.42534447072029924,0.019271259092016005,0.5579838756246928,0.023674363103370167
dsr1,Summeval,consistency,Weighted Sum,1.4389226842429967,0.04050259918840661,1.1994362018800044,0.016881387302007386,1.0645138184393668,0.014754644150638735,0.46764495478284024,0.020372165652755996,0.37452270341125016,0.016334004893898166,0.6006705086721416,0.021413353227370625
dsr1,Summeval,fluency,Raw,2.8426944444444446,0.05361788018330469,1.6859561653174864,0.015960719208590806,1.5485833333333334,0.01746013521823585,0.3871346425308691,0.020088180286452817,0.3545176631112124,0.018710693827092607,0.4251099273941403,0.019519464138147678
dsr1,Summeval,fluency,Weighted Sum,2.7829483770215564,0.038567762597877975,1.6681781979335757,0.01159118098076235,1.5637206659114093,0.012538266386216367,0.4204699510170425,0.023637962528063997,0.3319916354917741,0.01912889209967413,0.48868667891860273,0.02115682924558696
dsr1,Summeval,relevance,Raw,0.7625787037037036,0.03354484068998418,0.8730532098546809,0.019211970033312948,0.6822638888888889,0.01629642033615575,0.5199879458532797,0.019043145304670633,0.43660726067029854,0.01659962062653797,0.5511375702537108,0.021554661650544205
dsr1,Summeval,relevance,Weighted Sum,0.6464557590209217,0.028652543994242063,0.8038310438054997,0.017948548173421314,0.6318279119870737,0.01371198425646029,0.5650206536782535,0.016412017461010064,0.4190458171228219,0.013101261121402927,0.5877861527095491,0.01828234756310677
qwen,Dialsumm,coherence,Raw,3.9343121693121694,0.0942808312057883,1.983372054272652,0.02379793476514732,1.7747142857142857,0.023589906674826966,0.3207762700439472,0.026889027505772864,0.26732467825336215,0.022114463206755645,0.3796521571817553,0.023394528241117665
qwen,Dialsumm,coherence,Weighted Sum,3.6925500255901786,0.08220660862932605,1.9214856624155356,0.021404351516357483,1.745584409851087,0.022300285474099246,0.358437678667306,0.026597431531778647,0.2663346587905639,0.019754073532422395,0.4207599037476906,0.021248386427301355
qwen,Dialsumm,consistency,Raw,1.3437407407407407,0.04584081125401799,1.1590325659776808,0.019937447280668954,0.897031746031746,0.015880685065725247,0.70435048311836,0.014344115299212111,0.5985824098119952,0.013362529517749423,0.7065993550438291,0.011351504693643358
qwen,Dialsumm,consistency,Weighted Sum,1.0757265041413746,0.03358000723912071,1.037048568382538,0.01629800994102684,0.8189289775778922,0.013991464251782005,0.73699220765977,0.013466024915616106,0.5774110253938874,0.012245109119115144,0.7419295927434306,0.010856923133825809
qwen,Dialsumm,fluency,Raw,2.7963968253968257,0.07192269821760577,1.672108941498934,0.02154017472169932,1.4195396825396824,0.022332681527676947,0.47790437005194175,0.020050078843789045,0.4064259488591456,0.017951072042811895,0.47877485040118783,0.017769218300940262
qwen,Dialsumm,fluency,Weighted Sum,2.5748041676555653,0.06671253156073453,1.604489005986939,0.020824322382723606,1.3352761221303135,0.023335884893394037,0.49906761898166263,0.017856259865673792,0.3858342747976648,0.014759788696300246,0.495047215254611,0.01601533041947251
qwen,Dialsumm,relevance,Raw,1.812121693121693,0.06892564812108305,1.3459146679982192,0.025638056080549254,1.070301587301587,0.022106405129671932,0.6094167637506945,0.019179863641664827,0.5213673212051544,0.01623165092862714,0.6095814426720098,0.017605785331117365
qwen,Dialsumm,relevance,Weighted Sum,1.5519198721421572,0.055992439025315935,1.245564321074206,0.022500441584387455,1.014034216584478,0.019179478665662882,0.6598307819018691,0.016897938188738363,0.5156096312545233,0.014774121425650277,0.6585787139822936,0.015488081040211463
qwen,GEval,cosmos,Raw,1.9636054421768707,0.15949831166166759,1.4001584489298111,0.057190788388996404,1.179251700680272,0.0581372297083207,0.42048714568734374,0.05968515191487097,0.36372067273519687,0.05182629864818983,0.3993699598431798,0.061193307563607933
qwen,GEval,cosmos,Weighted Sum,1.839603515056981,0.14542964861564223,1.355285950261734,0.05385332647615972,1.165979440767343,0.05417745798926197,0.4837247764165404,0.05798497826751446,0.3673925329616502,0.045173341993113625,0.4442836677296242,0.05934206740373461
qwen,GEval,drop,Raw,1.7968253968253969,0.19776423864304574,1.3384359859523645,0.07484126880952624,0.9276190476190477,0.06325297073147652,0.4983210283153752,0.061165630280245346,0.42142544909912455,0.05203314929136161,0.5501713396226419,0.0539290610753867
qwen,GEval,drop,Weighted Sum,1.380763883206204,0.1685265134082701,1.1729027144165312,0.07237192530926007,0.8674226481673001,0.05409037062946501,0.5694521406145078,0.050004486438408484,0.43668275431835546,0.04081897175767177,0.612257378976701,0.048225706852951904
qwen,GEval,esnli,Raw,1.9197368421052632,0.15011656883629582,1.3845132453023938,0.05439240268478681,1.1732456140350878,0.06114097796736234,0.359401198307941,0.05544102896072822,0.30392682948858,0.04870553399034644,0.3794724533317008,0.047882350932112135
qwen,GEval,esnli,Weighted Sum,1.6151118832269473,0.12427493750489499,1.269968619256159,0.048688906881650444,1.1005517820282171,0.05314581529621248,0.3883319266481972,0.05893735832343263,0.2919953646809426,0.04694737665630676,0.44819624617795556,0.0504462280134677
qwen,GEval,gsm8k,Raw,1.911333333333333,0.24288117334988338,1.379770615009481,0.08847199024720516,0.8200000000000001,0.08038699500240845,0.6534483762841876,0.05074446827765483,0.5885991359075642,0.04929459852997895,0.6448536893318344,0.04681053061017538
qwen,GEval,gsm8k,Weighted Sum,1.766935989052491,0.20276773204418402,1.3270946143983546,0.07716444701732507,0.8574883655692311,0.06954979085711459,0.6622079211517126,0.036831291076896054,0.5290778434716066,0.0324310198787067,0.6638575146110589,0.04065794499125769
qwen,SocREval,cosmos,Raw,1.737074829931973,0.18551511102866589,1.3161349278130672,0.07093232609543343,0.9751700680272108,0.06423980652144813,0.533159167208603,0.05080052378495841,0.4440156993253009,0.04255285408412053,0.534585887971141,0.05054894706525688
qwen,SocREval,cosmos,Weighted Sum,1.6877814008680803,0.1811729804014814,1.2973033882120524,0.07035858745917964,0.9855282393741356,0.060160142167380554,0.5269117638500657,0.05297031592493699,0.4066593949785645,0.041286022156582086,0.5393000206821915,0.05199107250339261
qwen,SocREval,drop,Raw,1.3126984126984127,0.21164892337479566,1.1419582929972791,0.09448409692761744,0.7298412698412698,0.06605316270934349,0.6098786324800598,0.04951597807119229,0.5358453989377011,0.04562035034486719,0.6496677461665883,0.05117411128741391
qwen,SocREval,drop,Weighted Sum,1.2902667041847875,0.20557361371820168,1.1322352362928443,0.09271800339446552,0.7350031591871063,0.06383901216847226,0.6025996655463272,0.041166307545412,0.4752337849356738,0.03496554183795209,0.6555315596049821,0.04921610229773521
qwen,SocREval,esnli,Raw,0.5899122807017544,0.07734947770279194,0.7664828804730567,0.04999594442324876,0.4881578947368421,0.0497570273715501,0.6511026367337384,0.06430773802292986,0.5906374777896839,0.05951569562842245,0.7020603604289885,0.05254599953332616
qwen,SocREval,esnli,Weighted Sum,0.5584251685368765,0.06801527481036727,0.745979808479256,0.04479024537578501,0.49869762888149,0.044241641797235144,0.6652554433974662,0.054862924112551434,0.5401915978320165,0.048464205493592774,0.7151312510266814,0.05005272308056829
qwen,SocREval,gsm8k,Raw,1.3866666666666667,0.20675378215834794,1.174413387421132,0.08761118322976691,0.6533333333333334,0.06879922480183431,0.7298799550952116,0.038705568707837784,0.6630920486568643,0.038082970023623916,0.7521604115404684,0.036525203904664655
qwen,SocREval,gsm8k,Weighted Sum,1.3879473425719473,0.20433170747020601,1.1750323923724306,0.08657995774767442,0.6587331907362296,0.0658148109828653,0.6814138588754997,0.03903829086327849,0.5570855990620173,0.034202606582845,0.7515694260511271,0.037060378723903255
qwen,Summeval,coherence,Raw,1.431875,0.053700008061395556,1.1964027528084837,0.022639294622002076,0.9808749999999998,0.02039667388462041,0.42587560614480974,0.022781868442528004,0.35777041395517895,0.019202089774692045,0.42916856015113025,0.023655980753413474
qwen,Summeval,coherence,Weighted Sum,1.2816143555641315,0.046208443499624996,1.1319036052444522,0.020559015106474204,0.9320573750430842,0.018747750588555358,0.5393837752270049,0.01898980859959711,0.39523990972468304,0.01496993064101841,0.5379771101403658,0.0193894943716742
qwen,Summeval,consistency,Raw,2.068083333333333,0.055213330516749294,1.437958783791045,0.019240836193535726,1.2366944444444445,0.01840501052746134,0.4582698062656814,0.021142224910132845,0.4163912671154743,0.018901144880259277,0.5742874738768333,0.02078156456207136
qwen,Summeval,consistency,Weighted Sum,1.8471045868414082,0.045108854769470956,1.3589837377462592,0.01664396077535747,1.2132892582059034,0.015576781619035857,0.4826661183930126,0.019571052469341182,0.38711525967131294,0.015596208583153743,0.6389679645031839,0.02019250114781394
qwen,Summeval,fluency,Raw,4.476472222222223,0.08002644139182404,2.1156858197839314,0.018911796740321216,1.9581388888888889,0.020171894607502596,0.3097928404821651,0.02643821588045234,0.28143045677030737,0.02398293050061819,0.3273117034286043,0.022381992665318567
qwen,Summeval,fluency,Weighted Sum,4.236327041262959,0.06238732640224465,2.0581800920986337,0.015145834245217779,1.928092684557009,0.017181860669078793,0.3626180650977492,0.02420131790856406,0.2852286617384508,0.019303870519913446,0.37572434757918594,0.019797223447053123
qwen,Summeval,relevance,Raw,1.1878703703703701,0.0353751885680736,1.0897778758030625,0.01622742826635599,0.9031666666666667,0.015059587900718348,0.49777937914400155,0.015933004375668847,0.4199904007097702,0.01399839080922029,0.5380757875426901,0.01620438783627333
qwen,Summeval,relevance,Weighted Sum,1.091144170886356,0.030257841181363553,1.044481285632154,0.01449190679818798,0.8849681002108484,0.013733278404103053,0.5551487566385584,0.015291115254402078,0.41198973445493475,0.011973195337888062,0.5954566064938255,0.015905423634283117
