Model,Dataset,Dimension,Type,MSE,RMSE,MAE,Spearman,Kendall,Pearson
4omini,SocREval,gsm8k,Raw,4.1,2.0248456731316584,1.61,0.1675911514859567,0.14285925695616597,0.1554295868199232
4omini,Summeval,coherence,Weighted Sum,1.6454248442806039,1.282741144689997,1.0390578602758709,0.5164749848473024,0.37997642749633903,0.5064776744290609
4omini,Summeval,coherence,Raw,1.7345138888888885,1.317009449050723,1.0597916666666665,0.45225290705049215,0.378124522636133,0.457255586201993
4omini,Summeval,consistency,Weighted Sum,1.5473238359945503,1.243914722155241,1.0654696287187848,0.48245547495886876,0.3862254331582639,0.6022967517401394
4omini,Summeval,consistency,Raw,1.6659027777777777,1.290698561933722,1.0702083333333332,0.48201751052496933,0.43875612390803326,0.5599712702826849
4omini,Summeval,fluency,Weighted Sum,3.4118919123079716,1.8471307242065926,1.7317466872687326,0.3264121658952424,0.2556985215352356,0.35880673321679946
4omini,Summeval,fluency,Raw,7.065555555555555,2.6581112759919505,2.3870833333333334,0.060781680177929225,0.05404404597270114,0.10160630661342951
4omini,Summeval,relevance,Weighted Sum,0.8735586377924469,0.934643588643525,0.7420305850803117,0.5672769890612409,0.4186442725810841,0.5984320717613639
4omini,Summeval,relevance,Raw,1.0164686262247236,1.008200687474832,0.7879924953095685,0.5113933529282222,0.4265550554422191,0.5436492060723788
dsr1,Dialsumm,coherence,Weighted Sum,2.1534736957762,1.4674718722265856,1.2412658385918867,0.4632732918100694,0.348189321969798,0.5196451015283813
dsr1,Dialsumm,coherence,Raw,2.918650793650794,1.7084059218027763,1.4149999999999998,0.39946114287900836,0.33116957463202484,0.4440343754475221
dsr1,Dialsumm,consistency,Weighted Sum,0.64114586189233,0.8007158434128364,0.6094795164634613,0.6470616634520977,0.4941454836247582,0.7240791992523704
dsr1,Dialsumm,consistency,Raw,1.4081746031746034,1.1866653290522158,0.9473809523809523,0.5980176275764706,0.5048634956868344,0.6780415385264804
dsr1,Dialsumm,fluency,Weighted Sum,2.101259179178749,1.4495720676043495,1.2815556068845821,0.46091248676314517,0.35365796454569454,0.48205855477902043
dsr1,Dialsumm,fluency,Raw,2.4331746031746033,1.559863648904802,1.3761904761904762,0.4212749358591952,0.362187008374144,0.4228541671839021
dsr1,Dialsumm,relevance,Weighted Sum,0.6678337308586275,0.8172109463649073,0.6236762284922713,0.6263908896939774,0.47945514310718973,0.6651619230959751
dsr1,Dialsumm,relevance,Raw,1.206746031746032,1.0985199277873987,0.8278571428571428,0.5635455446571781,0.46682176913815177,0.6055210083841279
dsr1,GEval,cosmos,Weighted Sum,1.8090154464269095,1.344996448481151,1.1579054769948685,0.4740221154125285,0.3565812293128947,0.45942429371974247
dsr1,GEval,cosmos,Raw,2.3384615384615386,1.5292029095125141,1.158974358974359,0.406411279961832,0.3439571484344864,0.3974906798419461
dsr1,GEval,drop,Weighted Sum,1.267720082347384,1.1259307626792083,0.9065826844079935,0.551128474666458,0.42184472021840647,0.5869383925926267
dsr1,GEval,drop,Raw,2.1523809523809523,1.467099503231104,0.9714285714285714,0.4779648210437923,0.41769247135768794,0.49623161557945805
dsr1,GEval,esnli,Weighted Sum,2.1297135871439066,1.4593538252061788,1.276337667655231,0.29602648720948005,0.22585208884319719,0.3024126709935596
dsr1,GEval,esnli,Raw,3.033112582781457,1.741583355105766,1.4437086092715232,0.23912255106783992,0.20923664296892056,0.2504123964287495
dsr1,GEval,gsm8k,Weighted Sum,1.9218844805377442,1.386320482622162,1.0499723633325768,0.6017589963385198,0.47417291197323724,0.6135527828608512
dsr1,GEval,gsm8k,Raw,2.315,1.521512405470294,0.915,0.5983641388904852,0.5397928824065994,0.6043546189632261
dsr1,SocREval,cosmos,Weighted Sum,1.9574160585150784,1.3990768594023268,1.0885033360030503,0.5394290116150233,0.40887333881743965,0.5190100014808063
dsr1,SocREval,cosmos,Raw,2.0615384615384613,1.4358058578855504,1.1076923076923078,0.5168811419316228,0.44573872791060226,0.5055718411146608
dsr1,SocREval,drop,Weighted Sum,1.4238038179721473,1.193232507926325,0.8207946290202774,0.6254523484109347,0.4906060762144615,0.6563996691816616
dsr1,SocREval,drop,Raw,1.4142857142857144,1.1892374507581378,0.7952380952380952,0.6218384170392789,0.5563488524041669,0.6510313653579605
dsr1,SocREval,esnli,Weighted Sum,0.6701432193893468,0.8186227576786189,0.6325594084874602,0.6115308537247093,0.48590463685407853,0.6249817326652586
dsr1,SocREval,esnli,Raw,0.695364238410596,0.8338850270934214,0.6291390728476821,0.5733459543748886,0.5229126356864476,0.6080543432356178
dsr1,SocREval,gsm8k,Weighted Sum,1.454900886204129,1.206192723491619,0.6545753809634192,0.6609455145416938,0.5168136781733655,0.7345858042022237
dsr1,SocREval,gsm8k,Raw,1.48,1.2165525060596438,0.64,0.7030936523288368,0.6341072620121958,0.7311109256795203
dsr1,Summeval,coherence,Weighted Sum,0.8837490544363643,0.9400792809313289,0.7391158437544039,0.5912315110880684,0.4407547529788119,0.5971831434989567
dsr1,Summeval,coherence,Raw,1.0224305555555555,1.0111530821569776,0.7772916666666666,0.5450178785242386,0.45366867083650336,0.5392195017935999
dsr1,Summeval,consistency,Weighted Sum,1.4360979609681956,1.1983730474973957,1.0635386984243396,0.47257274288245776,0.37844788942195573,0.6032290052332024
dsr1,Summeval,consistency,Raw,1.2236111111111112,1.1061695670696745,0.7679166666666666,0.47185959383434034,0.43004002015939097,0.5610447662207576
dsr1,Summeval,fluency,Weighted Sum,2.7795034708289506,1.6671842942005393,1.5622009660398268,0.4221857076061042,0.3335120661457937,0.4930753816534276
dsr1,Summeval,fluency,Raw,2.8355555555555556,1.6839107920420118,1.5458333333333334,0.3866014496205911,0.3541857324161406,0.42775009064022373
dsr1,Summeval,relevance,Weighted Sum,0.6471113429937645,0.8044323110080577,0.6316125390685756,0.5620430872670111,0.41692282890628074,0.5864205756018221
dsr1,Summeval,relevance,Raw,0.7646527777777777,0.8744442679655335,0.6827083333333333,0.5177595492777449,0.4346201102545775,0.5498417756580024
qwen,Dialsumm,coherence,Weighted Sum,3.697465972025486,1.9228796041420497,1.7468704625750124,0.36931625822882935,0.2742300075130138,0.4278040068476349
qwen,Dialsumm,coherence,Raw,3.9460317460317467,1.986462117945305,1.7785714285714285,0.32893018417551545,0.27412553907169135,0.38582418441086
qwen,Dialsumm,consistency,Weighted Sum,1.0647419130890623,1.0318633209340577,0.8147225206919471,0.7418746776708443,0.5818572552679624,0.7471556679535551
qwen,Dialsumm,consistency,Raw,1.3346031746031746,1.1552502649223564,0.8928571428571429,0.7080263641930646,0.6019285793734229,0.7103117496775424
qwen,Dialsumm,fluency,Weighted Sum,2.5657945140204075,1.6018097621192122,1.3331521702296378,0.5105129376143457,0.3953619449879125,0.5048762935209047
qwen,Dialsumm,fluency,Raw,2.7810317460317457,1.6676425714258274,1.4154761904761903,0.490766824220704,0.41809137601755014,0.48965043826580407
qwen,Dialsumm,relevance,Weighted Sum,1.5457510001660457,1.2432823493342313,1.011779892903783,0.6641475861737908,0.5187036452041377,0.661976858340513
qwen,Dialsumm,relevance,Raw,1.7988888888888888,1.3412266359153806,1.0671428571428572,0.6152114665752484,0.5262012700951543,0.615061570654873
qwen,GEval,cosmos,Weighted Sum,1.8381877240944662,1.355797818295363,1.1635640844440056,0.4966383084575055,0.37587228595146227,0.46009767032083826
qwen,GEval,cosmos,Raw,1.9487179487179487,1.3959648809042255,1.1692307692307693,0.4416509171647919,0.38214897523373415,0.4197807029788903
qwen,GEval,drop,Weighted Sum,1.3691188831660621,1.1700935360756686,0.8650701072731222,0.5643336732973769,0.4322501525318733,0.607180970882011
qwen,GEval,drop,Raw,1.7809523809523808,1.3345232785352157,0.9238095238095239,0.4906932041935376,0.4150655485017592,0.5456544088660723
qwen,GEval,esnli,Weighted Sum,1.615733444563875,1.271115039862197,1.0983431535793946,0.3923758209006553,0.29425300717856545,0.45446459087317365
qwen,GEval,esnli,Raw,1.9271523178807948,1.3882191173877396,1.1721854304635762,0.37107726963301935,0.3143059109684699,0.3885469507645845
qwen,GEval,gsm8k,Weighted Sum,1.7823238988110157,1.3350370402393394,0.8621339932814461,0.6625279013916878,0.5282014198885334,0.6611478544382778
qwen,GEval,gsm8k,Raw,1.915,1.3838352503098048,0.825,0.6532165481961006,0.5872421367394707,0.6451032619877994
qwen,SocREval,cosmos,Weighted Sum,1.6513863606827612,1.285062784724062,0.967588533257838,0.554860640404983,0.42831359128546825,0.5568283633862197
qwen,SocREval,cosmos,Raw,1.7076923076923076,1.3067870169588875,0.958974358974359,0.5516900798014878,0.4598366351676913,0.5490093574192665
qwen,SocREval,drop,Weighted Sum,1.2966406462761964,1.138701298091908,0.7431618293321516,0.5899770084829508,0.4639718310698211,0.6441560460097167
qwen,SocREval,drop,Raw,1.319047619047619,1.1484979839109946,0.7380952380952381,0.5948157337517063,0.5229997579128577,0.6381321949741308
qwen,SocREval,esnli,Weighted Sum,0.5435159771021444,0.7372353607242021,0.4925148573024662,0.6735655063437704,0.5451671462687381,0.7237100547911577
qwen,SocREval,esnli,Raw,0.5761589403973509,0.7590513423987543,0.48344370860927155,0.6555850968214337,0.5940919902773161,0.7089735774589832
qwen,SocREval,gsm8k,Weighted Sum,1.4079837383279954,1.1865849056548778,0.6654983498684789,0.6775054945723419,0.5519390206398245,0.7473759837117446
qwen,SocREval,gsm8k,Raw,1.41,1.1874342087037917,0.66,0.7274966937355896,0.6598843712864003,0.7474552270341654
qwen,Summeval,coherence,Weighted Sum,1.297862442177901,1.139237658339076,0.9371238879581267,0.5296614674506648,0.38752827492401404,0.5281509316720874
qwen,Summeval,coherence,Raw,1.447847222222222,1.20326523353009,0.9847916666666666,0.4198834885228614,0.35242087975692415,0.42330166542084124
qwen,Summeval,consistency,Weighted Sum,1.844161710776521,1.357999157133951,1.2110362682886822,0.4917877915015487,0.3946368469672305,0.6420659700843843
qwen,Summeval,consistency,Raw,2.0594444444444444,1.4350764594419505,1.2316666666666665,0.46510252462739515,0.42239869234712196,0.5772479413778238
qwen,Summeval,fluency,Weighted Sum,4.214038412484323,2.05281231789083,1.9218008364518016,0.3651560187745444,0.28744183077643465,0.38008373913693494
qwen,Summeval,fluency,Raw,4.451388888888889,2.1098314835286938,1.9516666666666669,0.31447386960859486,0.2855691907286579,0.33317097905919135
qwen,Summeval,relevance,Weighted Sum,1.0970946601515408,1.0474228659674854,0.8870913288217724,0.5479965237728237,0.406636920388283,0.5912834576164882
qwen,Summeval,relevance,Raw,1.1959027777777778,1.0935733984409908,0.9064583333333331,0.49312922894813316,0.41614454270795315,0.5347950388408589
