Model,Dataset,Dimension,Type,MSE,RMSE,MAE,Spearman,Kendall,Pearson
4omini,SocREval,drop,Weighted Sum,1.4078497062627016,1.1841552762024314,0.9046374538634905,0.5632238310310055,0.42937958768205614,0.5930517559468036
4omini,SocREval,esnli,Raw,1.0960526315789474,1.0461272582934957,0.8407894736842105,0.5511485659019264,0.4960080926910794,0.6030004390171432
4omini,SocREval,esnli,Weighted Sum,1.0538939028835204,1.0256744475901611,0.8486871961639836,0.5744722378834892,0.4600497979531278,0.6226898219210851
4omini,SocREval,gsm8k,Raw,4.1033333333333335,2.024288827120122,1.6126666666666667,0.17349448645921922,0.14785430845208258,0.16101716794987656
4omini,SocREval,gsm8k,Weighted Sum,1.6121670324256188,1.2663689005171272,0.7714868585756848,0.648647229458145,0.5230676273635763,0.6898244081112569
4omini,Summeval,coherence,Raw,1.7289305555555552,1.3146665413259613,1.0554027777777777,0.446247102728111,0.37343920105973055,0.4526410488209904
4omini,Summeval,coherence,Weighted Sum,1.642680192770927,1.2814498901994462,1.0367274752205,0.5135258938291029,0.3785505716659033,0.5022102712392422
4omini,Summeval,consistency,Raw,1.674236111111111,1.2937859267617506,1.0729027777777778,0.4797584758919239,0.4369393999604941,0.5568603195908756
4omini,Summeval,consistency,Weighted Sum,1.5478838350787025,1.2440395618466034,1.0657368064263875,0.47836844573439985,0.3833135359594646,0.5994300493770514
4omini,Summeval,fluency,Raw,7.099273148148148,2.664327219783009,2.393013888888889,0.050584126380731884,0.04508821592510801,0.09182047849693965
4omini,Summeval,fluency,Weighted Sum,3.4117256222975874,1.847032176512389,1.7326187814355174,0.3194829532493506,0.25006467721204256,0.3526403071514317
4omini,Summeval,relevance,Raw,1.0094709358920873,1.004519724938302,0.7860761368377138,0.5120081309930342,0.42723433709830183,0.5433697129880231
4omini,Summeval,relevance,Weighted Sum,0.8649881972180009,0.9297604571078684,0.7374844602712732,0.5673209962229341,0.41884070511464366,0.5990247621959152
dsr1,Dialsumm,coherence,Raw,2.907804232804233,1.7049639910404077,1.4119523809523808,0.39570423651018294,0.32852078897749415,0.4417556268437546
dsr1,Dialsumm,coherence,Weighted Sum,2.1485495213772645,1.4655987515921702,1.2407337531965061,0.45643563199877163,0.34316976066831106,0.515663564387065
dsr1,Dialsumm,consistency,Raw,1.4223756613756615,1.1923310976677033,0.9524285714285714,0.5892281482632559,0.49677709365087996,0.6685837857792148
dsr1,Dialsumm,consistency,Weighted Sum,0.6517622852805723,0.8070859936190826,0.6137058923468939,0.6420993063937448,0.49030771671963413,0.7161193419377043
dsr1,Dialsumm,fluency,Raw,2.453634920634921,1.5662807661419271,1.382968253968254,0.41362533767486653,0.355716309046371,0.4180813811361412
dsr1,Dialsumm,fluency,Weighted Sum,2.1145667809814626,1.454063035698139,1.287334634566512,0.4522328183716677,0.34669355997607654,0.47573782194108954
dsr1,Dialsumm,relevance,Raw,1.2141375661375662,1.1016338226515794,0.829015873015873,0.5553613916387423,0.4606356728707231,0.5957735280939667
dsr1,Dialsumm,relevance,Weighted Sum,0.6744011091377817,0.820983437702165,0.6248739608066878,0.6212550717854498,0.47616913362030544,0.6575689705747336
dsr1,GEval,cosmos,Raw,2.352721088435374,1.5322192636512066,1.166326530612245,0.396391849815762,0.33516409987250767,0.3839574516637103
dsr1,GEval,cosmos,Weighted Sum,1.8051050102784734,1.342711949191504,1.1567882024844827,0.4615963158482812,0.3476894173895406,0.4442829454726854
dsr1,GEval,drop,Raw,2.1558730158730155,1.4661536423051125,0.9774603174603175,0.47807056682465043,0.41853368962616333,0.4987031231471152
dsr1,GEval,drop,Weighted Sum,1.2812462935587197,1.1308668420250434,0.9133891401414791,0.5512222875882197,0.4223055642416593,0.5868564960341429
dsr1,GEval,esnli,Raw,3.0903508771929826,1.7563031800265223,1.4657894736842105,0.22542759906379028,0.19856399265290933,0.23727024000439242
dsr1,GEval,esnli,Weighted Sum,2.1435757629572887,1.463443039180622,1.2857165238189638,0.2793937887634997,0.21440719430553618,0.2814800486021672
dsr1,GEval,gsm8k,Raw,2.3003333333333336,1.5134240762349611,0.9056666666666667,0.5960922487962972,0.5380594435619364,0.6057173086625951
dsr1,GEval,gsm8k,Weighted Sum,1.907054927228511,1.3787590822938511,1.0448197854474484,0.6018516624211324,0.4758664936758988,0.618775452020334
dsr1,SocREval,cosmos,Raw,2.129591836734694,1.4577071978977094,1.1282312925170068,0.4999143829825799,0.43206452639480375,0.4910350245575035
dsr1,SocREval,cosmos,Weighted Sum,2.0157084582628833,1.4180409725867689,1.1072014455003913,0.5247294029716403,0.3982684263212786,0.5052640455182303
dsr1,SocREval,drop,Raw,1.4425396825396826,1.1996309263145333,0.8025396825396826,0.6297290407964982,0.5636326838171584,0.6552541576114839
dsr1,SocREval,drop,Weighted Sum,1.4457764698540427,1.2009102130897351,0.8247294609813356,0.6393990417156108,0.5033664609192912,0.6623935518903862
dsr1,SocREval,esnli,Raw,0.6925438596491228,0.8314585294814072,0.6285087719298246,0.580772583477478,0.5309448083177529,0.6118453290811792
dsr1,SocREval,esnli,Weighted Sum,0.6682742814288416,0.8165946357341461,0.6323836986212171,0.6217464951406932,0.49600597384414574,0.6282200213236135
dsr1,SocREval,gsm8k,Raw,1.445,1.197813558394807,0.6276666666666666,0.7079318124579542,0.640010369136152,0.7369592298744162
dsr1,SocREval,gsm8k,Weighted Sum,1.4254529981540458,1.1897388747980258,0.64475652664546,0.6641864838196324,0.5216555004449688,0.7395407673718034
dsr1,Summeval,coherence,Raw,1.0104722222222222,1.0049969349486854,0.7754444444444444,0.5493130724513242,0.45701832294473327,0.5442832119463025
dsr1,Summeval,coherence,Weighted Sum,0.869037579937424,0.9320011580224083,0.7340293225562494,0.5988743959397824,0.446730300911942,0.604659225505239
dsr1,Summeval,consistency,Raw,1.2290694444444445,1.108330842509751,0.7700694444444445,0.4666935639442412,0.42534447072029924,0.5579838756246928
dsr1,Summeval,consistency,Weighted Sum,1.4389226842429967,1.1994362018800044,1.0645138184393668,0.46764495478284024,0.37452270341125016,0.6006705086721416
dsr1,Summeval,fluency,Raw,2.8426944444444446,1.6859561653174864,1.5485833333333334,0.3871346425308691,0.3545176631112124,0.4251099273941403
dsr1,Summeval,fluency,Weighted Sum,2.7829483770215564,1.6681781979335757,1.5637206659114093,0.4204699510170425,0.3319916354917741,0.48868667891860273
dsr1,Summeval,relevance,Raw,0.7625787037037036,0.8730532098546809,0.6822638888888889,0.5199879458532797,0.43660726067029854,0.5511375702537108
dsr1,Summeval,relevance,Weighted Sum,0.6464557590209217,0.8038310438054997,0.6318279119870737,0.5650206536782535,0.4190458171228219,0.5877861527095491
qwen,Dialsumm,coherence,Raw,3.9343121693121694,1.983372054272652,1.7747142857142857,0.3207762700439472,0.26732467825336215,0.3796521571817553
qwen,Dialsumm,coherence,Weighted Sum,3.6925500255901786,1.9214856624155356,1.745584409851087,0.358437678667306,0.2663346587905639,0.4207599037476906
qwen,Dialsumm,consistency,Raw,1.3437407407407407,1.1590325659776808,0.897031746031746,0.70435048311836,0.5985824098119952,0.7065993550438291
qwen,Dialsumm,consistency,Weighted Sum,1.0757265041413746,1.037048568382538,0.8189289775778922,0.73699220765977,0.5774110253938874,0.7419295927434306
qwen,Dialsumm,fluency,Raw,2.7963968253968257,1.672108941498934,1.4195396825396824,0.47790437005194175,0.4064259488591456,0.47877485040118783
qwen,Dialsumm,fluency,Weighted Sum,2.5748041676555653,1.604489005986939,1.3352761221303135,0.49906761898166263,0.3858342747976648,0.495047215254611
qwen,Dialsumm,relevance,Raw,1.812121693121693,1.3459146679982192,1.070301587301587,0.6094167637506945,0.5213673212051544,0.6095814426720098
qwen,Dialsumm,relevance,Weighted Sum,1.5519198721421572,1.245564321074206,1.014034216584478,0.6598307819018691,0.5156096312545233,0.6585787139822936
qwen,GEval,cosmos,Raw,1.9636054421768707,1.4001584489298111,1.179251700680272,0.42048714568734374,0.36372067273519687,0.3993699598431798
qwen,GEval,cosmos,Weighted Sum,1.839603515056981,1.355285950261734,1.165979440767343,0.4837247764165404,0.3673925329616502,0.4442836677296242
qwen,GEval,drop,Raw,1.7968253968253969,1.3384359859523645,0.9276190476190477,0.4983210283153752,0.42142544909912455,0.5501713396226419
qwen,GEval,drop,Weighted Sum,1.380763883206204,1.1729027144165312,0.8674226481673001,0.5694521406145078,0.43668275431835546,0.612257378976701
qwen,GEval,esnli,Raw,1.9197368421052632,1.3845132453023938,1.1732456140350878,0.359401198307941,0.30392682948858,0.3794724533317008
qwen,GEval,esnli,Weighted Sum,1.6151118832269473,1.269968619256159,1.1005517820282171,0.3883319266481972,0.2919953646809426,0.44819624617795556
qwen,GEval,gsm8k,Raw,1.911333333333333,1.379770615009481,0.8200000000000001,0.6534483762841876,0.5885991359075642,0.6448536893318344
qwen,GEval,gsm8k,Weighted Sum,1.766935989052491,1.3270946143983546,0.8574883655692311,0.6622079211517126,0.5290778434716066,0.6638575146110589
qwen,SocREval,cosmos,Raw,1.737074829931973,1.3161349278130672,0.9751700680272108,0.533159167208603,0.4440156993253009,0.534585887971141
qwen,SocREval,cosmos,Weighted Sum,1.6877814008680803,1.2973033882120524,0.9855282393741356,0.5269117638500657,0.4066593949785645,0.5393000206821915
qwen,SocREval,drop,Raw,1.3126984126984127,1.1419582929972791,0.7298412698412698,0.6098786324800598,0.5358453989377011,0.6496677461665883
qwen,SocREval,drop,Weighted Sum,1.2902667041847875,1.1322352362928443,0.7350031591871063,0.6025996655463272,0.4752337849356738,0.6555315596049821
qwen,SocREval,esnli,Raw,0.5899122807017544,0.7664828804730567,0.4881578947368421,0.6511026367337384,0.5906374777896839,0.7020603604289885
qwen,SocREval,esnli,Weighted Sum,0.5584251685368765,0.745979808479256,0.49869762888149,0.6652554433974662,0.5401915978320165,0.7151312510266814
qwen,SocREval,gsm8k,Raw,1.3866666666666667,1.174413387421132,0.6533333333333334,0.7298799550952116,0.6630920486568643,0.7521604115404684
qwen,SocREval,gsm8k,Weighted Sum,1.3879473425719473,1.1750323923724306,0.6587331907362296,0.6814138588754997,0.5570855990620173,0.7515694260511271
qwen,Summeval,coherence,Raw,1.431875,1.1964027528084837,0.9808749999999998,0.42587560614480974,0.35777041395517895,0.42916856015113025
qwen,Summeval,coherence,Weighted Sum,1.2816143555641315,1.1319036052444522,0.9320573750430842,0.5393837752270049,0.39523990972468304,0.5379771101403658
qwen,Summeval,consistency,Raw,2.068083333333333,1.437958783791045,1.2366944444444445,0.4582698062656814,0.4163912671154743,0.5742874738768333
qwen,Summeval,consistency,Weighted Sum,1.8471045868414082,1.3589837377462592,1.2132892582059034,0.4826661183930126,0.38711525967131294,0.6389679645031839
qwen,Summeval,fluency,Raw,4.476472222222223,2.1156858197839314,1.9581388888888889,0.3097928404821651,0.28143045677030737,0.3273117034286043
qwen,Summeval,fluency,Weighted Sum,4.236327041262959,2.0581800920986337,1.928092684557009,0.3626180650977492,0.2852286617384508,0.37572434757918594
qwen,Summeval,relevance,Raw,1.1878703703703701,1.0897778758030625,0.9031666666666667,0.49777937914400155,0.4199904007097702,0.5380757875426901
qwen,Summeval,relevance,Weighted Sum,1.091144170886356,1.044481285632154,0.8849681002108484,0.5551487566385584,0.41198973445493475,0.5954566064938255
4omini,Summeval,consistency,OrdinalAPS,2.157170864583333,1.4686982812163265,1.3773295833333334,0.48121369421036914,0.4034248570089533,0.5854697237982446
4omini,Summeval,coherence,OrdinalAPS,1.003509321875,1.0016928383521206,0.8954660416666667,0.5113903850936328,0.4117786878254227,0.503259286840483
4omini,Summeval,fluency,OrdinalAPS,0.8723095354166667,0.9338456005757243,0.7915479166666667,0.31456733089943406,0.26487945629321386,0.3462151497211586
4omini,Summeval,relevance,OrdinalAPS,2.089831004166667,1.4455542643850487,1.3513375,0.5382283688576002,0.4405815870127708,0.5513197265136179
4omini,Dialsumm,consistency,OrdinalAPS,2.283890195517406,1.5111742777830799,1.357891750119218,0.6846253227431771,0.5717970069282354,0.7185328315116588
4omini,Dialsumm,coherence,OrdinalAPS,0.833767194047619,0.912964984420268,0.7325288095238096,0.28721078036514575,0.2356585686877432,0.30379201961967284
4omini,Dialsumm,fluency,OrdinalAPS,2.3580696892857143,1.5355046769185228,1.3270416666666667,0.4140635430161402,0.34518616643249556,0.4633439752931889
4omini,Dialsumm,relevance,OrdinalAPS,1.8021531745463228,1.342332898357687,1.1366836198662846,0.6387199276881195,0.523668440685471,0.6549675175897497
4omini,GEval,cosmos,OrdinalAPS,1.719387755102041,1.309640890499189,1.0870748299319728,0.46564806438338663,0.384902613979176,0.48625163248771597
4omini,GEval,drop,OrdinalAPS,1.374047619047619,1.1712968754947257,0.8687301587301588,0.5234885075066692,0.43236561875860186,0.5873375261177013
4omini,GEval,esnli,OrdinalAPS,2.1410087719298247,1.460620380179531,1.1421052631578947,0.3579268097879576,0.2902539688582687,0.3646886416749948
4omini,GEval,gsm8k,OrdinalAPS,1.9695,1.401534536546429,1.001,0.5846206269528194,0.49522278725076674,0.5943872337426318
4omini,SocREval,cosmos,OrdinalAPS,1.6471088435374148,1.2819079186219786,1.0343537414965986,0.5061016431407237,0.4119200601449222,0.5183874642583938
4omini,SocREval,drop,OrdinalAPS,1.4472222222222222,1.2008877567805754,0.9576190476190476,0.5550725283221382,0.4491715582324851,0.5681562691566016
4omini,SocREval,esnli,OrdinalAPS,1.1082236842105262,1.0517337265446969,0.8800438596491228,0.5671385501641851,0.48604879319135214,0.6094671942378315
4omini,SocREval,gsm8k,OrdinalAPS,1.6721666666666666,1.2899823200167855,0.794,0.6538111061085975,0.5705542179081189,0.6802340168936387
dsr1,Summeval,consistency,OrdinalAPS,0.1470515166666667,0.38343770978597574,0.32164166666666666,0.4713114885468796,0.42430956848243334,0.6094692392466371
dsr1,Summeval,coherence,OrdinalAPS,0.09634753541666667,0.31034716733969503,0.22405291666666663,0.569819142348686,0.4889183074767696,0.565662324504355
dsr1,Summeval,fluency,OrdinalAPS,0.3145578770833334,0.560842459393068,0.5277866666666667,0.377044371855162,0.34534041342723604,0.40117113356323497
dsr1,Summeval,relevance,OrdinalAPS,0.07613939375000002,0.27585603318488106,0.2070520833333333,0.534292041345095,0.45827519022620505,0.545723533950618
dsr1,Dialsumm,consistency,OrdinalAPS,0.07784142976190478,0.2789403182533809,0.21472738095238098,0.6412448402729255,0.5523881756011669,0.689576741666076
dsr1,Dialsumm,coherence,OrdinalAPS,0.12363148571428571,0.35147450557744386,0.2762280952380952,0.47602156241161436,0.411417024938687,0.48694292435215264
dsr1,Dialsumm,fluency,OrdinalAPS,0.12721362261904762,0.3566244099750735,0.29708023809523804,0.3667160771252092,0.32512280193789694,0.3807538702107515
dsr1,Dialsumm,relevance,OrdinalAPS,0.09172366190476192,0.30272300298594496,0.23703904761904762,0.5548311236919279,0.4742390453950835,0.5872430263689312
dsr1,GEval,cosmos,OrdinalAPS,1.8355442176870749,1.3539541248582359,1.1625850340136055,0.4330719797232846,0.3661150611824128,0.4209069924173949
dsr1,GEval,drop,OrdinalAPS,1.3048412698412697,1.1412561878246517,0.9160317460317461,0.5578204190132413,0.46428268769713976,0.5841565234459225
dsr1,GEval,esnli,OrdinalAPS,1.8736842105263158,1.3682820334120323,1.1846491228070175,0.26830124150740653,0.23298557340456788,0.27952180690137085
dsr1,GEval,gsm8k,OrdinalAPS,2.24675,1.4984746635456665,1.3871666666666667,0.5544569092582259,0.49660214627910904,0.5671784748956166
dsr1,SocREval,cosmos,OrdinalAPS,1.8625,1.3636591971150804,1.1284013605442176,0.4844690175274408,0.3991371821457081,0.4724362960990715
dsr1,SocREval,drop,OrdinalAPS,1.4050793650793652,1.1836235633980865,0.9,0.5725735086407482,0.5081966298400012,0.6072079814120156
dsr1,SocREval,esnli,OrdinalAPS,0.6633771929824561,0.813266571808562,0.6530701754385965,0.6313368512865929,0.5554293364686884,0.6570667259159058
dsr1,SocREval,gsm8k,OrdinalAPS,1.3953333333333333,1.1783458696069176,0.8303333333333334,0.696350596233409,0.6282791783610043,0.7283807786328539
qwen,Summeval,consistency,OrdinalAPS,0.20076995625000002,0.44805463644617133,0.40842666666666666,0.49730723126002485,0.4532694444968713,0.6446610866438044
qwen,Summeval,coherence,OrdinalAPS,0.11133580833333333,0.3336031771567462,0.2652191666666666,0.5263279351034377,0.4490529645492359,0.5263825117545233
qwen,Summeval,fluency,OrdinalAPS,0.3878675375,0.6227700650858218,0.5737175000000001,0.3345946275708745,0.2973219255361642,0.3571889519342902
qwen,Summeval,relevance,OrdinalAPS,0.08313931875000001,0.2882716917077702,0.2153945833333333,0.5386667841430426,0.4696274011321023,0.5519337176482295
qwen,Dialsumm,consistency,OrdinalAPS,0.07986435476190476,0.28254864372132243,0.20918714285714285,0.7089385608570294,0.6169416909394394,0.7118172387039128
qwen,Dialsumm,coherence,OrdinalAPS,0.19199694166666667,0.43813488757798097,0.3789730952380952,0.4363855820798852,0.3850378002112951,0.4118166040251839
qwen,Dialsumm,fluency,OrdinalAPS,0.13269838333333334,0.36423333522324236,0.2931333333333333,0.3978192994947163,0.35240856915475155,0.4105048513923448
qwen,Dialsumm,relevance,OrdinalAPS,0.10544302500000001,0.3246326839420053,0.24440023809523806,0.6104466735607161,0.5280644351507949,0.6019973452450663
qwen,GEval,cosmos,OrdinalAPS,1.7749149659863945,1.3315250903019802,1.1579931972789117,0.4598268127640319,0.38542239918854876,0.45637585360852234
qwen,GEval,drop,OrdinalAPS,1.1827777777777777,1.0861386852306238,0.8515873015873016,0.5821050991933254,0.4853063757037539,0.6316143375296085
qwen,GEval,esnli,OrdinalAPS,1.3914473684210527,1.1786942029369811,1.0008771929824563,0.4835869183341564,0.41390056433266725,0.5337212174734879
qwen,GEval,gsm8k,OrdinalAPS,1.8165,1.3467359640004668,1.1683333333333332,0.6392917370236894,0.5606437667795806,0.6548567457789205
qwen,SocREval,cosmos,OrdinalAPS,1.6219387755102042,1.2718886802790466,0.991156462585034,0.5423689535914521,0.449674156840375,0.55043309669709
qwen,SocREval,drop,OrdinalAPS,1.2806349206349206,1.1280774142848136,0.7441269841269841,0.6103380545560915,0.5261379769335449,0.6571451024725784
qwen,SocREval,esnli,OrdinalAPS,0.5428728070175438,0.7358866880030891,0.543201754385965,0.6496000218815848,0.5751517700731053,0.7114557479312746
qwen,SocREval,gsm8k,OrdinalAPS,1.3895833333333334,1.1757894139212082,0.6671666666666667,0.7271564915851984,0.6565991306334119,0.7514012021941046
4omini,Summeval,consistency,continuous_R2CCP,0.5104804854166667,0.7134263172178982,0.43247083333333336,0.4553907832666017,0.3707650380901073,0.6610669166661823
4omini,Summeval,consistency,discrete_R2CCP,0.5124284802083333,0.7147693883451767,0.428370625,0.5056397277943739,0.4675478596462523,0.6596281629676237
4omini,Summeval,coherence,continuous_R2CCP,0.7910540959821428,0.8891026664643188,0.7164348214285715,0.5115451682231079,0.3727087730765851,0.5184008760705096
4omini,Summeval,coherence,discrete_R2CCP,0.7944622901785714,0.8910179431667722,0.7154897321428572,0.5082099721684494,0.3857910509255258,0.5156745285650991
4omini,Summeval,fluency,continuous_R2CCP,0.44246648020833335,0.6646350722000133,0.49130729166666665,0.3297036183724871,0.26098582050924674,0.482741073270201
4omini,Summeval,fluency,discrete_R2CCP,0.44343863541666667,0.6653735998107213,0.4878608333333333,0.33562129611497116,0.30041510976540897,0.4785643873533799
4omini,Summeval,relevance,continuous_R2CCP,0.41801817604166663,0.6464429622921712,0.508748125,0.5458977667008038,0.40331346542132995,0.5916292245645796
4omini,Summeval,relevance,discrete_R2CCP,0.422524078125,0.6499022462504873,0.5086268749999999,0.540436284881068,0.4230023128870666,0.586060787646418
4omini,Dialsumm,consistency,continuous_R2CCP,0.39139014449213166,0.6253532715525564,0.48862174535050074,0.6876729860525878,0.532322696747132,0.7969733180486931
4omini,Dialsumm,consistency,discrete_R2CCP,0.39546419599427757,0.6285759272548074,0.48892160228898424,0.6840579523464827,0.5532965355677077,0.7942964744138955
4omini,Dialsumm,coherence,continuous_R2CCP,0.34429591190476194,0.5865742953249035,0.4542157142857143,0.39626908021252655,0.29983184297570403,0.4235457862970609
4omini,Dialsumm,coherence,discrete_R2CCP,0.34810609285714283,0.5898124400676921,0.45262142857142856,0.38524824152024106,0.3129678810229489,0.41448517945315455
4omini,Dialsumm,fluency,continuous_R2CCP,0.17343280820105822,0.41606436046367506,0.3085828042328042,0.43311529340889793,0.34022731591303174,0.5860091746006196
4omini,Dialsumm,fluency,discrete_R2CCP,0.17824848809523808,0.4217912551985102,0.3091373015873015,0.4181474036775246,0.36441749724666717,0.576671730795013
4omini,Dialsumm,relevance,continuous_R2CCP,0.33766463170635314,0.5809398138203192,0.445186493429503,0.716213476543552,0.5628591956034679,0.786205856529048
4omini,Dialsumm,relevance,discrete_R2CCP,0.3416083996146626,0.584295712439513,0.44607079339986166,0.7135883055686555,0.5843382256546241,0.78319576004005
4omini,GEval,cosmos,continuous_R2CCP,2.0348452891156463,1.4249807392414289,1.222843537414966,0.36631443758007626,0.2818840414590565,0.35856758396898214
4omini,GEval,cosmos,discrete_R2CCP,2.044345238095238,1.4282213861103026,1.2195578231292517,0.3484801262210389,0.2926617247452673,0.3463607139234799
4omini,GEval,drop,continuous_R2CCP,1.5089013333333334,1.2265866521496263,1.0335809523809525,0.45819287441933265,0.3531373782081394,0.5209568631596732
4omini,GEval,drop,discrete_R2CCP,1.5262103174603174,1.2333599361797793,1.024047619047619,0.468508387011527,0.4022479116110185,0.5078613488830066
4omini,GEval,esnli,continuous_R2CCP,1.0450959917153997,1.0188928637523538,0.86510477582846,0.23857545766287475,0.18932378594785657,0.23462485161880725
4omini,GEval,esnli,discrete_R2CCP,1.0606420565302146,1.0262472501488984,0.8544103313840156,0.23130576835765904,0.20582118650743308,0.22235427778138167
4omini,GEval,gsm8k,continuous_R2CCP,2.3073855999999995,1.5155099276663804,1.2820066666666667,0.49334762050379105,0.39602965597319156,0.5105290352074029
4omini,GEval,gsm8k,discrete_R2CCP,2.3173125,1.5187916523501326,1.2774166666666666,0.5012554625563369,0.4336001596966639,0.5052784234056535
4omini,SocREval,cosmos,continuous_R2CCP,1.9041174914965988,1.3774965927868847,1.1704574829931973,0.42961147517385956,0.33045787565126117,0.42463261783351053
4omini,SocREval,cosmos,discrete_R2CCP,1.9167729591836735,1.3817473142929066,1.1648809523809522,0.4149583981279897,0.3476418809596093,0.4133794323853023
4omini,SocREval,drop,continuous_R2CCP,1.560188388888889,1.245048030163699,1.016773015873016,0.4953842512327581,0.3855302419390375,0.5158178621700593
4omini,SocREval,drop,discrete_R2CCP,1.577797619047619,1.2515927086278427,1.0126190476190478,0.4928700390876005,0.4213591862048578,0.5028595413507616
4omini,SocREval,esnli,continuous_R2CCP,0.7250437012670565,0.8485265520568043,0.7157188109161794,0.5092539112407231,0.4083297944741221,0.5795667724641431
4omini,SocREval,esnli,discrete_R2CCP,0.7531067251461989,0.8646874249732915,0.7112573099415204,0.5049544023689316,0.4528158171738324,0.5548694608139195
4omini,SocREval,gsm8k,continuous_R2CCP,2.0609226083333336,1.430035836896159,1.1544616666666665,0.5692833286804878,0.4701615520906452,0.6098626800983323
4omini,SocREval,gsm8k,discrete_R2CCP,2.0947916666666666,1.442241643248987,1.1435,0.5888363828504364,0.5269865753109861,0.6036044143683073
dsr1,Summeval,consistency,continuous_R2CCP,0.5637187834051725,0.7497755470648216,0.44599375,0.4452765523761212,0.36107497119565024,0.6099770118362763
dsr1,Summeval,consistency,discrete_R2CCP,0.5657230959051724,0.7510931659978939,0.4406002155172414,0.4615024489062864,0.42292513079775174,0.6082503153418544
dsr1,Summeval,coherence,continuous_R2CCP,0.5993336422413794,0.774025313842399,0.6193646551724138,0.6633803178193413,0.4920249440808967,0.6667297800887667
dsr1,Summeval,coherence,discrete_R2CCP,0.602274551724138,0.7759202448795299,0.618876724137931,0.6613635754479054,0.5081590072728934,0.6643419039558026
dsr1,Summeval,fluency,continuous_R2CCP,0.37336588750000005,0.6105050749807,0.4552879166666666,0.3914251725393447,0.31057902070581117,0.5949912735468881
dsr1,Summeval,fluency,discrete_R2CCP,0.3753438145833333,0.6121549965115897,0.4537016666666666,0.39328477187625105,0.35138082610051585,0.5921044714060169
dsr1,Summeval,relevance,continuous_R2CCP,0.43073704583333333,0.656175907958362,0.5128220833333333,0.5546659346952397,0.4119321266858641,0.576044549768016
dsr1,Summeval,relevance,discrete_R2CCP,0.4343487020833333,0.658905743301725,0.5120625,0.5477110974728834,0.43063124799165764,0.5714390545404568
dsr1,Dialsumm,consistency,continuous_R2CCP,0.45139651147959187,0.6716226774778591,0.5087313775510204,0.6680850712777044,0.5123595765484643,0.7581348098947946
dsr1,Dialsumm,consistency,discrete_R2CCP,0.45492042602040816,0.6742379381664295,0.5079765306122449,0.6649894813339042,0.5339671236570612,0.7558344407568877
dsr1,Dialsumm,coherence,continuous_R2CCP,0.2107408238095238,0.4588770597362663,0.3484938095238095,0.6268560789039732,0.48787793134155144,0.7041808618854443
